source,content,tag
1835,##l,4
1835,##ta,4
1835,must,5
1835,##afa,6
1835,##ce,6
1835,##celi,6
1835,emr,0
1835,##ee,0
1835,##k,0
1835,##l,0
1835,##n,0
1835,##c,0
1835,##54,0
1835,pap,0
1835,##ara,0
1835,acil,0
1835,lütfen,0
1835,paylaş,0
1835,##ın,0
1835,hala,0
1835,haber,0
1835,alına,0
1835,##mıyor,0
1835,af,1
1835,##ad,2
1835,##başkan,2
1835,##lık,2
1835,deprem,0
1835,##da,4
1835,##ire,4
1835,##si,4
1835,hal,3
1835,##ükle,4
1835,##vent,4
1835,deprem,0
1835,malat,1
1835,##ya,2
1835,zafer,3
1835,mahallesi,4
1835,mehmet,4
1835,buy,4
1835,##ruk,4
1835,cadde,4
1835,##si,4
1835,hakim,4
1835,##bey,4
1835,apartman,4
1835,##ı,4
1835,kat,4
1835,az,0
1835,##er,0
1835,##baycan,0
1835,##lı,0
1835,4,0
1835,öğrenci,0
1835,haber,0
1835,alına,0
1835,##mıyor,0
1835,deprem,0
1835,malat,1
1835,##ya,2
1835,af,1
1835,##ad,2
1835,turk,2
1835,##ey,4
1835,az,1
1835,##er,2
1835,##baycan,2
1835,[SEP],0
1836,[CLS],1
1836,yardım,0
1836,bekliyor,0
1836,##lar,0
1836,lütfen,0
1836,kahraman,1
1836,##maraş,2
1836,dul,3
1836,##kadir,4
1836,##oğlu,4
1836,karam,4
1836,##anlı,4
1836,mahallesi,4
1836,ç,4
1836,##uh,4
1836,##adar,4
1836,sitesi,4
1836,deprem,0
1836,kahraman,1
1836,##maraş,2
1836,turk,3
1836,##ey,0
1836,seferber,0
1836,##lik,0
1836,af,0
1836,##ad,0
1836,ah,0
1836,##bap,0
1836,[SEP],0
1837,[CLS],6
1837,hava,3
1837,##reli,4
1837,##fe,4
1837,öz,4
1837,##han,4
1837,otel,4
1837,ant,3
1837,##ak,4
1837,##yah,4
1837,##atay,4
1837,muh,5
1837,##amm,6
1837,##ed,6
1837,vah,6
1837,##it,6
1837,akın,6
1837,##dan,6
1837,gece,0
1837,deprem,0
1837,saatinde,0
1837,##n,0
1837,beri,0
1837,haber,0
1837,alına,0
1837,##mıyor,0
1837,bu,0
1837,otelde,0
1837,konak,0
1837,##lıyordu,0
1837,deprem,0
1837,hata,1
1837,##y,2
1837,turk,3
1837,##ey,4
1837,af,3
1837,##ad,4
1837,##hat,4
1837,##ay,4
1837,af,3
1837,##ad,4
1837,[SEP],0
1838,[CLS],6
1838,gül,5
1838,ni,5
1838,##da,6
1838,dü,6
1838,##dük,6
1838,arkadaşımız,0
1838,##a,0
1838,ulaş,0
1838,##amıyoruz,0
1838,ailesiyle,0
1838,yaşıyor,0
1838,enkaz,0
1838,altında,0
1838,kalmış,0
1838,olabilirler,0
1838,göze,3
1838,##ne,4
1838,mahallesi,4
1838,50,4
1838,##18,4
1838,sokak,4
1838,no,4
1838,##32,4
1838,saman,4
1838,##da,4
1838,##gh,4
1838,##atay,4
1838,ah,5
1838,##bap,6
1838,oğ,5
1838,##uz,6
1838,##han,6
1838,##ug,6
1838,##ür,6
1838,af,1
1838,##ad,2
1838,##hat,2
1838,##ay,2
1838,baba,3
1838,##lat,4
1838,##v,4
1838,hata,1
1838,##y,2
1838,##val,4
1838,##ılığı,4
1838,deprem,0
1838,hata,1
1838,##y,2
1838,af,3
1838,##ad,2
1838,af,3
1838,##ad,4
1838,##hat,4
1838,##ay,4
1838,turk,3
1838,##ey,4
1838,[SEP],0
1839,[CLS],1
1839,hata,3
1839,##yan,2
1839,##tak,4
1839,##ya,4
1839,in,4
1839,##önü,4
1839,bul,4
1839,##varı,4
1839,75,4
1839,##yıl,4
1839,mahallesi,4
1839,kahraman,4
1839,apartman,4
1839,##ı,4
1839,öm,5
1839,##er,6
1839,deli,6
1839,##bal,6
1839,##ta,6
1839,z,5
1839,##eyn,6
1839,##ep,6
1839,deli,6
1839,##bal,6
1839,##ta,6
1839,enkaz,0
1839,##a,0
1839,kimse,0
1839,gitmem,0
1839,##iş,0
1839,çocuk,0
1839,sesi,0
1839,de,0
1839,varmış,0
1839,##yaya,0
1839,##bilir,0
1839,mısınız,0
1839,af,1
1839,##ad,2
1839,##başkan,2
1839,##lık,2
1839,deprem,0
1839,##da,4
1839,##ire,4
1839,##si,4
1839,hal,3
1839,##ükle,4
1839,##vent,4
1839,deprem,0
1839,deprem,3
1839,##hat,4
1839,##ay,2
1839,af,1
1839,##ad,2
1839,af,1
1839,##ad,2
1839,##hat,2
1839,##ay,4
1839,enkaz,0
1839,türkiye,3
1839,turk,3
1839,##ey,4
1839,hata,1
1839,##y,2
1839,[SEP],0
1840,[CLS],0
1840,hata,1
1840,##y,2
1840,ak,3
1840,##dere,4
1840,aç,4
1840,##evler,4
1840,##de,4
1840,3,0
1840,çocuk,0
1840,anne,0
1840,babası,0
1840,enkaz,0
1840,altında,0
1840,haber,0
1840,alına,0
1840,##mıyor,0
1840,lütfen,0
1840,paylaş,0
1840,##alım,0
1840,deprem,0
1840,turk,3
1840,##ey,4
1840,enkaz,0
1840,##altında,0
1840,##yım,0
1840,enkaz,0
1840,##altında,0
1840,##yım,0
1840,af,3
1840,##ad,2
1840,##hat,2
1840,##ay,2
1840,af,3
1840,##ad,4
1840,##km,2
1840,##ara,2
1840,##ş,2
1840,af,3
1840,##ada,4
1840,##cı,4
1840,##l,4
1840,[SEP],0
1841,[CLS],1
1841,hal,3
1841,##ükle,4
1841,##vent,4
1841,m,3
1841,##hy,4
1841,##anda,4
1841,##ş,4
1841,der,3
1841,##ya,4
1841,##aba,4
1841,##l,4
1841,##ta,4
1841,must,5
1841,##afa,6
1841,##ce,6
1841,##celi,6
1841,emr,0
1841,##ee,0
1841,##k,0
1841,##l,0
1841,##n,0
1841,##c,0
1841,##54,0
1841,pap,4
1841,##ara,4
1841,af,1
1841,##ad,2
1841,##başkan,2
1841,##lık,2
1841,deprem,0
1841,##da,4
1841,##ire,4
1841,##si,4
1841,hal,3
1841,##ükle,4
1841,##vent,4
1841,deprem,0
1841,malat,1
1841,##ya,2
1841,zafer,3
1841,mahallesi,4
1841,mehmet,4
1841,buy,4
1841,##ruk,4
1841,cadde,4
1841,##si,4
1841,hakim,4
1841,##bey,4
1841,apartman,4
1841,##ı,4
1841,kat,4
1841,az,0
1841,##er,0
1841,##baycan,0
1841,##lı,0
1841,4,0
1841,öğrenci,0
1841,haber,0
1841,alına,0
1841,##mıyor,0
1841,deprem,0
1841,malat,1
1841,##ya,2
1841,af,3
1841,##ad,2
1841,turk,3
1841,##ey,4
1841,az,1
1841,##er,2
1841,##baycan,4
1841,yardım,0
1841,##elin,0
1841,[SEP],0
1842,[CLS],0
1842,arkadaşlar,0
1842,kahraman,1
1842,##maraş,2
1842,süt,4
1842,##çü,4
1842,imam,4
1842,üniversitesi,4
1842,kongre,0
1842,merkezinde,0
1842,birçok,0
1842,deprem,0
1842,##ze,0
1842,##denin,0
1842,yemek,0
1842,yakıt,0
1842,ve,0
1842,ısınma,0
1842,ihtiyacı,0
1842,bulunmaktadır,0
1842,çevren,0
1842,##ize,0
1842,duyur,0
1842,##abilir,0
1842,misiniz,0
1842,acil,0
1842,olarak,0
1842,yardım,0
1842,edilebilir,0
1842,mi,0
1842,deprem,0
1842,hata,1
1842,##y,2
1842,acil,0
1842,af,3
1842,##adde,4
1842,##pr,4
1842,##em,4
1842,turk,4
1842,##ey,4
1842,deprem,0
1842,enkaz,0
1842,##altında,0
1842,##yım,0
1842,enkaz,0
1842,[SEP],0
1843,[CLS],1
1843,turu,3
1843,##n,4
1843,##ç,4
1843,##lu,4
1843,mahallesi,4
1843,ziyaret,4
1843,sokak,4
1843,aş,4
1843,##iyan,4
1843,park,4
1843,sitesi,4
1843,daire,4
1843,1,4
1843,kat,4
1843,def,4
1843,##ne,4
1843,hata,1
1843,##y,2
1843,yakını,0
1843,##mız,0
1843,enkaz,0
1843,da,0
1843,ya,0
1843,da,0
1843,değil,0
1843,hala,0
1843,haber,0
1843,yok,0
1843,abi,0
1843,lütfen,0
1843,yardım,0
1843,edin,0
1843,ismi,0
1843,deniz,5
1843,çak,6
1843,##mak,6
1843,hal,5
1843,##ükle,6
1843,##vent,6
1843,jandarma,0
1843,kızıl,1
1843,##ay,4
1843,af,1
1843,##ad,2
1843,##başkan,2
1843,##lık,2
1843,hata,1
1843,##y,2
1843,##de,0
1843,##pr,0
1843,##emi,0
1843,turk,3
1843,##ey,4
1843,deprem,0
1843,hal,5
1843,##ükle,6
1843,##vent,6
1843,af,1
1843,##ad,2
1843,##hat,2
1843,##ay,2
1843,[SEP],0
1844,[CLS],1
1844,hata,3
1844,##yan,4
1844,##tak,4
1844,##ya,4
1844,in,4
1844,##önü,4
1844,bul,4
1844,##varı,4
1844,75,4
1844,##yıl,4
1844,mahallesi,4
1844,kahraman,4
1844,apartman,4
1844,##ı,4
1844,öm,5
1844,##er,6
1844,deli,6
1844,##bal,6
1844,##ta,6
1844,z,5
1844,##eyn,6
1844,##ep,6
1844,deli,6
1844,##bal,6
1844,##ta,6
1844,enkaz,0
1844,##a,0
1844,kimse,0
1844,gitmem,0
1844,##iş,0
1844,çocuk,0
1844,sesi,0
1844,de,0
1844,varmış,0
1844,##yaya,0
1844,##bilir,0
1844,mısınız,0
1844,af,1
1844,##ad,2
1844,##başkan,2
1844,##lık,2
1844,deprem,0
1844,##da,4
1844,##ire,4
1844,##si,4
1844,hal,3
1844,##ükle,4
1844,##vent,4
1844,deprem,0
1844,deprem,1
1844,##hat,2
1844,##ay,2
1844,af,1
1844,##ad,2
1844,af,1
1844,##ad,2
1844,##hat,2
1844,##ay,2
1844,enkaz,0
1844,türkiye,3
1844,turk,3
1844,##ey,4
1844,e,0
1844,##arth,0
1844,##qu,4
1844,##ake,0
1844,[SEP],0
1845,[CLS],5
1845,türk,5
1845,##an,6
1845,bal,6
1845,##ta,6
1845,##cı,6
1845,di,5
1845,##dem,6
1845,avcı,6
1845,uğur,5
1845,avcı,6
1845,tüm,5
1845,##ay,6
1845,avcı,6
1845,muh,5
1845,##amm,6
1845,##ed,6
1845,ışık,6
1845,hepsi,0
1845,adı,1
1845,##yaman,2
1845,da,0
1845,enkaz,0
1845,altında,0
1845,##lar,0
1845,hiçbiri,0
1845,##nde,0
1845,##n,0
1845,haber,0
1845,ala,0
1845,##mıyoruz,0
1845,atatürk,3
1845,bul,4
1845,##varı,4
1845,oto,0
1845,##gar,4
1845,karşı,0
1845,##sı,0
1845,büyük,3
1845,##aslan,4
1845,apartman,4
1845,##ı,4
1845,merkez,0
1845,##adı,4
1845,##yaman,2
1845,af,1
1845,##ada,2
1845,##dı,2
1845,##yaman,2
1845,deprem,0
1845,af,0
1845,##ad,0
1845,adı,1
1845,##yaman,2
1845,##de,0
1845,##pr,0
1845,##em,0
1845,türkiye,0
1845,e,0
1845,##arth,0
1845,##qu,0
1845,##ake,0
1845,oğ,5
1845,##uz,6
1845,##han,6
1845,##ug,6
1845,##ür,6
1845,[SEP],0
1846,[CLS],1
1846,acil,0
1846,lütfen,0
1846,paylaş,0
1846,##ın,0
1846,hala,0
1846,haber,0
1846,alına,0
1846,##mıyor,0
1846,af,1
1846,##ad,2
1846,##başkan,2
1846,##lık,2
1846,deprem,4
1846,##da,4
1846,##ire,4
1846,##si,4
1846,hal,4
1846,##ükle,4
1846,##vent,4
1846,deprem,0
1846,malat,1
1846,##ya,2
1846,zafer,3
1846,mahallesi,4
1846,mehmet,4
1846,buy,4
1846,##ruk,4
1846,cadde,4
1846,##si,4
1846,hakim,4
1846,##bey,4
1846,apartman,4
1846,##ı,4
1846,kat,4
1846,az,0
1846,##er,0
1846,##baycan,0
1846,##lı,0
1846,4,0
1846,öğrenci,0
1846,haber,0
1846,alına,0
1846,##mıyor,0
1846,deprem,0
1846,malat,1
1846,##ya,2
1846,af,1
1846,##ad,2
1846,turk,3
1846,##ey,4
1846,az,1
1846,##er,2
1846,##baycan,2
1846,[SEP],0
1847,[CLS],1
1847,haber,0
1847,ala,0
1847,##mıyoruz,0
1847,on,3
1847,iki,4
1847,şubat,4
1847,##km,3
1847,##ara,4
1847,##ş,2
1847,hayr,4
1847,##ullah,4
1847,mahallesi,4
1847,malik,4
1847,e,4
1847,##jder,4
1847,cadde,4
1847,##si,4
1847,no,4
1847,28,4
1847,bir,4
1847,##gül,4
1847,apartman,4
1847,##ı,4
1847,on,4
1847,iki,4
1847,şubat,4
1847,k,4
1847,mar,1
1847,##aş,2
1847,muh,5
1847,##amm,6
1847,##ed,6
1847,al,6
1847,##per,6
1847,##en,6
1847,kanat,6
1847,ve,0
1847,ailesi,0
1847,4,0
1847,kişiler,0
1847,kahraman,1
1847,##maraş,2
1847,deprem,0
1847,acil,0
1847,af,0
1847,##ad,0
1847,kahraman,1
1847,##maraş,2
1847,on,3
1847,##iki,4
1847,##şu,4
1847,##bat,4
1847,enkaz,0
1847,##altında,0
1847,##yım,0
1847,e,0
1847,##arth,0
1847,##qu,0
1847,##ake,0
1847,[SEP],0
1848,[CLS],0
1848,arkadaşım,0
1848,##iz,0
1848,##n,0
1848,yeğen,0
1848,##i,0
1848,kız,0
1848,2,0
1848,yaşında,0
1848,anne,0
1848,vefat,0
1848,etti,0
1848,bebek,0
1848,enkaz,0
1848,##dan,0
1848,çıktı,0
1848,ama,0
1848,ulaş,0
1848,##ıla,0
1848,##mıyor,0
1848,lütfen,0
1848,yardım,0
1848,edin,0
1848,kan,0
1848,##taş,0
1848,##çı,0
1848,aykırı,0
1848,##com,0
1848,##tr,0
1848,gök,3
1848,##bak,4
1848,##ar,4
1848,ah,4
1848,##bap,4
1848,hal,4
1848,##ükle,4
1848,##vent,4
1848,deprem,4
1848,##da,4
1848,##ire,4
1848,##si,4
1848,kızıl,3
1848,##ay,4
1848,turk,4
1848,##ey,4
1848,adı,1
1848,##yaman,2
1848,adı,1
1848,##yaman,2
1848,##de,0
1848,##pr,0
1848,##em,4
1848,adı,1
1848,##yaman,2
1848,##val,0
1848,##iliği,4
1848,adı,1
1848,##yaman,2
1848,##afa,0
1848,##d,2
1848,[SEP],0
1849,[CLS],1
1849,acı,0
1849,##lı,0
1849,acı,0
1849,##lı,0
1849,acı,0
1849,##lı,0
1849,adı,1
1849,##yaman,2
1849,##da,2
1849,ekip,0
1849,yok,0
1849,akraba,0
1849,##larımız,0
1849,sabah,0
1849,saatlerinde,0
1849,##n,0
1849,itibaren,0
1849,enkaz,0
1849,altında,0
1849,##lar,0
1849,bahçe,3
1849,##lie,4
1849,##vler,4
1849,mahallesi,4
1849,91,4
1849,##0,4
1849,sokak,4
1849,no,4
1849,##4,4
1849,merkez,3
1849,##adı,4
1849,##yaman,4
1849,dursun,3
1849,çavuş,4
1849,cami,4
1849,arkasında,0
1849,beş,0
1849,katlı,0
1849,bina,0
1849,deprem,0
1849,turk,0
1849,##ey,0
1849,af,0
1849,##ad,0
1849,ah,1
1849,##bap,0
1849,##adı,2
1849,##yaman,2
1849,oğ,5
1849,##uz,6
1849,##han,6
1849,##ug,6
1849,##ür,6
1849,hal,5
1849,##ükle,6
1849,##vent,6
1849,[SEP],0
1850,[CLS],1
1850,saatler,0
1850,##dir,0
1850,ekip,0
1850,yok,0
1850,vatandaşlar,0
1850,kendileri,0
1850,kurtarmaya,0
1850,çalışıyor,0
1850,1,0
1850,saat,0
1850,##tir,0
1850,sesleri,0
1850,yok,0
1850,kesilmiş,0
1850,##ll,0
1850,##is,0
1850,anne,0
1850,ve,0
1850,kızı,0
1850,lütfen,0
1850,yardım,0
1850,edin,0
1850,yayın,0
1850,elbis,0
1850,##tan,4
1850,mar,3
1850,##aş,2
1850,küm,3
1850,##bet,4
1850,mahallesi,4
1850,gün,4
1850,##doğdu,4
1850,sokak,4
1850,no,4
1850,##1,4
1850,turk,4
1850,##ey,4
1850,kahraman,1
1850,##maraş,2
1850,af,1
1850,##ad,2
1850,af,1
1850,##ad,2
1850,##maraş,2
1850,ah,1
1850,##bap,2
1850,##mara,2
1850,##s,2
1850,[SEP],0
1851,[CLS],0
1851,adı,1
1851,##yaman,2
1851,merkez,0
1851,yav,3
1851,##uz,4
1851,sel,4
1851,##im,4
1851,mahallesi,4
1851,r,0
1851,##t,0
1851,yapalım,0
1851,yaya,0
1851,##lım,0
1851,arkadaşlar,0
1851,yardım,0
1851,eli,0
1851,ulaş,0
1851,##sın,0
1851,deprem,0
1851,af,0
1851,##ad,0
1851,turk,0
1851,##ey,0
1851,adı,1
1851,##yaman,2
1851,enkaz,0
1851,##altında,0
1851,##yım,0
1851,[SEP],0
1852,[CLS],0
1852,telefon,0
1852,daha,0
1852,yeni,0
1852,açıldı,0
1852,saatler,0
1852,##dir,0
1852,kimseye,0
1852,ulaş,0
1852,##amıyorum,0
1852,day,0
1852,##ımdan,0
1852,hala,0
1852,haber,0
1852,yok,0
1852,ne,0
1852,olur,0
1852,gören,0
1852,herkes,0
1852,r,0
1852,##t,0
1852,yapsın,0
1852,lütfen,0
1852,yayın,0
1852,alına,0
1852,##sı,0
1852,mahallesi,0
1852,boz,4
1852,##bey,4
1852,yolu,4
1852,metro,0
1852,market,0
1852,arkası,0
1852,bur,3
1852,##ak,4
1852,apartman,4
1852,##ı,4
1852,adı,1
1852,##yaman,2
1852,merkez,0
1852,deprem,0
1852,turk,0
1852,##ey,0
1852,enkaz,0
1852,enkaz,0
1852,##altında,0
1852,##yım,0
1852,e,0
1852,##arth,0
1852,##qu,0
1852,##ake,0
1852,akut,0
1852,af,0
1852,##adde,0
1852,##pr,0
1852,##em,0
1852,[SEP],0
1853,[CLS],1
1853,oda,3
1853,##başı,4
1853,mah,4
1853,def,4
1853,##ne,4
1853,8,4
1853,sokak,4
1853,sül,4
1853,##ey,4
1853,##man,4
1853,mutlu,4
1853,apartman,4
1853,##ı,4
1853,bu,0
1853,apartman,4
1853,da,0
1853,teyz,0
1853,##em,0
1853,göç,0
1853,##ük,0
1853,altında,0
1853,hata,1
1853,##y,2
1853,da,0
1853,##bi,0
1853,yakını,0
1853,##mın,0
1853,yaya,0
1853,##r,0
1853,mısınız,0
1853,hata,1
1853,##y,2
1853,##da,2
1853,daha,0
1853,gid,0
1853,##ilmeyen,0
1853,yerler,0
1853,varmış,0
1853,acil,0
1853,lütfen,0
1853,deprem,0
1853,##old,0
1853,##u,0
1853,deprem,0
1853,sonda,0
1853,##ki,0
1853,##ka,0
1853,af,0
1853,##ad,0
1853,hata,1
1853,##y,2
1853,##de,0
1853,##pr,0
1853,##emi,4
1853,turk,4
1853,##ey,4
1853,[SEP],0
1854,[CLS],1
1854,eki,3
1854,##ci,4
1854,mahallesi,4
1854,at,4
1854,##illa,4
1854,eren,4
1854,sitesi,4
1854,no,4
1854,##1,4
1854,kat,4
1854,##da,4
1854,##ire,4
1854,127,4
1854,##3,4
1854,hata,1
1854,##yan,2
1854,##tak,2
1854,##ya,2
1854,acil,0
1854,arkadaşımız,0
1854,r,5
1854,##üme,6
1854,##ysa,6
1854,sat,6
1854,##oğlu,6
1854,dün,0
1854,gecede,0
1854,##n,0
1854,beri,0
1854,ailesiyle,0
1854,birlikte,0
1854,enkaz,0
1854,altında,0
1854,acil,0
1854,yardım,0
1854,talep,0
1854,ediyoruz,0
1854,af,1
1854,##ad,2
1854,##başkan,2
1854,##lık,2
1854,deprem,0
1854,turk,0
1854,##ey,4
1854,hata,1
1854,##y,2
1854,##bs,0
1854,##b,0
1854,ah,1
1854,##bap,2
1854,deprem,1
1854,##hat,4
1854,##ay,2
1854,af,1
1854,##ad,2
1854,##hat,2
1854,##ay,2
1854,[SEP],0
1855,[CLS],0
1855,arkadaşlar,0
1855,olursunuz,0
1855,bu,0
1855,bölgeye,0
1855,ekip,0
1855,gönderin,0
1855,arkası,0
1855,##mın,0
1855,kuzen,0
1855,##i,0
1855,ve,0
1855,en,0
1855,##işt,0
1855,##esi,0
1855,göç,0
1855,##ük,0
1855,altında,0
1855,ve,0
1855,saatler,0
1855,##dir,0
1855,hiçbir,0
1855,ekip,0
1855,gelmedi,0
1855,oda,3
1855,##başı,4
1855,m,4
1855,##h,4
1855,gür,4
1855,##ses,4
1855,sk,4
1855,no,4
1855,3,4
1855,prestij,4
1855,aşı,4
1855,apartman,4
1855,##ı,4
1855,kat,4
1855,2,4
1855,daire,4
1855,12,4
1855,ant,4
1855,##ak,4
1855,##ya,4
1855,hata,1
1855,##y,2
1855,hata,1
1855,##y,2
1855,##de,3
1855,##pr,0
1855,##emi,4
1855,hata,1
1855,##yan,2
1855,##tak,3
1855,##ya,4
1855,deprem,0
1855,turk,4
1855,##ey,4
1855,enkaz,0
1855,##altında,0
1855,##yım,0
1855,af,0
1855,##ad,0
1855,[SEP],0
1856,[CLS],1
1856,arkadaşımız,0
1856,##dan,0
1856,haber,0
1856,ala,0
1856,##mıyoruz,0
1856,lütfen,0
1856,yardım,0
1856,edin,0
1856,ulaş,0
1856,güzel,0
1856,must,3
1856,##afa,4
1856,kemal,4
1856,mahallesi,4
1856,54,4
1856,##4,4
1856,sokak,4
1856,no,4
1856,11,4
1856,hatayı,3
1856,##şk,2
1856,##ende,4
1856,##run,4
1856,deprem,0
1856,sonda,0
1856,##ki,0
1856,##ka,0
1856,af,0
1856,##ad,0
1856,turk,0
1856,##ey,4
1856,af,0
1856,##ad,0
1856,##başkan,0
1856,##lık,2
1856,[SEP],0
1857,[CLS],0
1857,arkadaşımın,0
1857,ailesi,0
1857,göç,0
1857,##ük,0
1857,altında,0
1857,kaldı,0
1857,ulaş,0
1857,##amıyor,0
1857,saatler,0
1857,##dir,0
1857,haber,0
1857,ala,0
1857,##mıyor,0
1857,hata,0
1857,##ya,0
1857,yardım,0
1857,lütfen,0
1857,lütfen,0
1857,paylaş,0
1857,##ın,0
1857,vali,0
1857,göb,4
1857,##eği,4
1857,mar,4
1857,##ang,4
1857,##oz,4
1857,osman,4
1857,sokak,4
1857,fil,4
1857,##iz,4
1857,apartman,4
1857,##ı,4
1857,hata,1
1857,##y,2
1857,deprem,1
1857,turk,0
1857,##ey,0
1857,enkaz,0
1857,##altında,0
1857,##yım,0
1857,pr,0
1857,##ay,0
1857,##for,0
1857,##tur,0
1857,##key,0
1857,hata,1
1857,##yan,2
1857,##tak,4
1857,##ya,2
1857,af,0
1857,##ad,0
1857,af,1
1857,##ad,0
1857,##başkan,0
1857,##lık,2
1857,oğ,5
1857,##uz,6
1857,##han,6
1857,##ug,6
1857,##ür,6
1857,m,0
1857,##v,0
1857,##ho,2
1857,##y,2
1857,##don,2
1857,##kk,2
1857,[SEP],0
1858,[CLS],1
1858,4,0
1858,alev,3
1858,##ler,4
1858,sokak,4
1858,alev,4
1858,##ler,4
1858,mahallesi,4
1858,kimya,4
1858,##cı,4
1858,apartman,4
1858,##ı,4
1858,no,4
1858,##2,4
1858,hata,1
1858,##yan,2
1858,##tak,4
1858,##ya,2
1858,enkaz,0
1858,altında,0
1858,kalanlar,0
1858,var,0
1858,yardım,0
1858,bekliyor,0
1858,##lar,0
1858,deprem,0
1858,turk,0
1858,##ey,0
1858,enkaz,0
1858,##altında,0
1858,##yım,0
1858,hata,1
1858,##y,2
1858,##de,0
1858,##pr,0
1858,##emi,0
1858,ah,0
1858,##bap,0
1858,[SEP],0
1859,[CLS],0
1859,hata,1
1859,##y,2
1859,is,3
1859,##kender,4
1859,##un,4
1859,insanlar,0
1859,sokakta,0
1859,gidecek,0
1859,ısın,0
1859,##abilecek,0
1859,tek,0
1859,yerleri,0
1859,yok,0
1859,enkaz,0
1859,alanlarında,0
1859,resmi,0
1859,tek,0
1859,bir,0
1859,ekip,0
1859,yok,0
1859,turk,0
1859,##ey,0
1859,enkaz,0
1859,##altında,0
1859,##yım,0
1859,hata,1
1859,##y,2
1859,##de,0
1859,##pr,0
1859,##emi,0
1859,hata,1
1859,##y,2
1859,is,3
1859,##kender,4
1859,##un,4
1859,oğ,3
1859,##uz,4
1859,##han,4
1859,##ug,4
1859,##ür,4
1859,hal,3
1859,##ükle,4
1859,##vent,4
1859,af,4
1859,##ad,4
1859,[SEP],0
1860,[CLS],1
1860,ceb,3
1860,##rail,4
1860,mahallesi,4
1860,r,4
1860,##üste,4
1860,##m,4
1860,tüm,4
1860,##er,4
1860,paşa,4
1860,cad,4
1860,belli,4
1860,ap,4
1860,##t,4
1860,kat,4
1860,4,4
1860,daire,4
1860,14,4
1860,l,4
1860,lütfen,0
1860,yayın,0
1860,lütfen,0
1860,uzun,0
1860,süredir,0
1860,haber,0
1860,ala,0
1860,##mıyoruz,0
1860,hata,1
1860,##y,2
1860,a,2
1860,destek,0
1860,yolla,0
1860,##yın,0
1860,artık,0
1860,lütfen,0
1860,deprem,1
1860,##hat,2
1860,##ay,2
1860,hata,1
1860,##y,2
1860,##de,0
1860,##pr,0
1860,##emi,0
1860,deprem,0
1860,##old,0
1860,##u,0
1860,deprem,0
1860,af,1
1860,##ad,1
1860,##hat,2
1860,##ay,2
1860,af,1
1860,##ad,2
1860,enkaz,0
1860,##altında,0
1860,##yım,0
1860,turk,3
1860,##ey,4
1860,[SEP],0
1861,[CLS],0
1861,arkadaşlar,0
1861,malat,0
1861,##yanın,2
1861,uğra,3
1861,##k,4
1861,köyünde,4
1861,yaşayan,0
1861,arkadaşımız,0
1861,##ın,0
1861,köyüne,0
1861,ulaşım,0
1861,yok,0
1861,yiyecek,0
1861,içecek,0
1861,sıkıntısı,0
1861,var,0
1861,bunu,0
1861,duyur,0
1861,##abilir,0
1861,miyiz,0
1861,acil,0
1861,yardım,0
1861,gerekiyor,0
1861,deprem,0
1861,af,0
1861,##ad,0
1861,af,3
1861,##ad,4
1861,##mal,3
1861,##atya,4
1861,yardım,3
1861,##elin,4
1861,turk,4
1861,##ey,4
1861,[SEP],0
1862,[CLS],0
1862,elbis,1
1862,##tan,4
1862,##yar,0
1862,##dım,0
1862,##bek,0
1862,##liyor,0
1862,el,0
1862,değ,0
1862,##memiş,0
1862,binalar,0
1862,var,0
1862,yardım,0
1862,çağrısı,0
1862,yapıyor,0
1862,herkes,0
1862,##lu,0
1862,##t,0
1862,##fen,0
1862,yardım,0
1862,edin,0
1862,elbis,3
1862,##tan,4
1862,af,3
1862,##şin,4
1862,deprem,0
1862,turk,3
1862,##ey,4
1862,hal,3
1862,##ükle,4
1862,##vent,4
1862,##acı,4
1862,##l,4
1862,af,3
1862,##ad,4
1862,##ka,4
1862,##h,4
1862,##raman,2
1862,##mara,4
1862,##s,2
1862,[SEP],0
1863,[CLS],0
1863,kahraman,1
1863,##maraş,2
1863,yedi,3
1863,##tepe,4
1863,mahallesi,4
1863,91,4
1863,##0,4
1863,##39,4
1863,sokakta,4
1863,turk,4
1863,##u,4
1863,##az,4
1863,sitesi,4
1863,kendisinden,0
1863,haber,0
1863,alına,0
1863,##mıyor,0
1863,rey,5
1863,##yan,6
1863,nur,5
1863,ak,6
1863,##gün,6
1863,lütfen,0
1863,yaya,0
1863,##lım,0
1863,af,0
1863,##ad,0
1863,kahraman,1
1863,##maraş,2
1863,deprem,0
1863,turk,0
1863,##ey,0
1863,seferber,0
1863,##lik,0
1863,[SEP],0
1864,[CLS],1
1864,kahraman,1
1864,##maraş,2
1864,##dül,3
1864,##kadir,4
1864,##oğlu,4
1864,bahçe,4
1864,##lie,4
1864,##vler,4
1864,göç,0
1864,##ük,0
1864,altında,0
1864,##lar,0
1864,yardım,0
1864,yok,0
1864,lütfen,0
1864,yaya,0
1864,##r,0
1864,mısınız,0
1864,yakınları,0
1864,##mıza,0
1864,ulaş,0
1864,##amıyoruz,0
1864,ade,5
1864,##m,6
1864,göğ,6
1864,##eba,6
1864,##kan,6
1864,gül,5
1864,##sü,6
1864,##m,6
1864,göğ,6
1864,##eba,6
1864,##kan,6
1864,deprem,0
1864,turk,0
1864,##ey,0
