,Tweets,Class
460,sümerler sümerler mahallesi şükrü güçlü bulvarı defnehatayda tanıdığı iletişim kurabildiği birileri olan ulaşabilir mi afadhatay ahbaphatay deprem hatay afad earthquake defne,1
461,ergen paşa mahallesi 13 sokak no 103 kardeşler apartmanı hatayantakya yıkılan binada 30 kişi var hamile ve çocuklar var deprem afad earthquake 112 egm hatay antakya antakyabld,1
462,kendinemuzisyen yakınımıza ulaşamıyoruz adı emin uysun adıyaman grand isa hotelde kalıyordu bilgisi olan gidebilen görebilen ulaşabilir mi deprem adıyaman enkazaltındayım earthquake afadadıyaman,1
463,acılarkadaşımın ailesine saatlerdir ulaşamıyoruz adıyamanda olanlar bu ilanı yayıp ulaşabilir mi siteler mahallesi 2020sokak no1 kat merkezadıyaman oğuzhanugür ahbap pqueenn afadbaşkanlık adıyamanafad deprem afad earthquake acil adıyaman adıyamandeprem,1
464,acil bir yakınımıza ulaşamıyoruz buraya yakın olan bakabilir mi üç küçük çocuk var acil hacı bayram veli ali sezal bulvarı ebrar sitesiz blok onikisubatkahramanmaraş deprem kahramanmaraş mersin afad acil earthquake depremoldu gaziantep oğuzhanugür halüklevent,1
465,enkaz altında kalanlar var küçükdalyan mahallesi okul caddesi öztürk apartmanları 12 antakyahatay deprem hatay afad earthquake,1
466,yavuz selim mahallesi 601 sokak no1 elif apartmanı adıyamanmerkez halk eğitim merkezi karşısı hatay deprem kahramanmaraş afad earthquake şanlıurfa acil adana adıyaman hamile kadın göçük altında yardım edelim afadbaşkanlık adıyamanbeltr,1
467,malatya kırçuval hotelde voleybol takımı enkaz altında kalmıştır lütfen yardım edin telefon çekmiyor battalgazi tabakhane mah turgut temelli cad no26 afad deprem malatya yardımelin earthquake,1
468,ablamizesi ve 3 kızı ile birlikte göçük altında kayabaşı mahallesi gazidemircioğlu caddesi atabey apartmanı kahramanmaraş acil afad earthquake,1
469,diyarbakır tesisler mevki serin apartmanı acil yardım edin arkadaşımız bina altında ulaşamıyoruz deprem diyarbakır acil earthquake afad acil yardımcıhızmetler yardımelin sondakika depremdiyarbakır chinesespyballoon timdown grammy هزة_أرضية นาฮกจงเลย yardım,1
470,elazığ cumhuriyet mahallesi afadelazığ elazığbld elazığsonhaber afad deprem earthquake sondakika,1
471,yavuz selim mahallesi 601 sokak no1 elif apartmanı adıyamanmerkez halk eğitim merkezi karşısı hamile kadın göçük altında yardım edin hatay deprem kahramanmaraş afad earthquake şanlıurfa acil adıyaman adana,1
472,address mimarsinan mahallesi atatürk bulvarı bereket apt no1915 adıyaman turkey 02100 turkey afad earthquake yardımelin,1
473,çok acil 2 çocuk 1 yetişkin zemin katında enkaz altında aksaray mah112 sk no 12 antakya hatay afad earthquake hatay acil deprem antakya hatay hatay,1
474,5 kişilik bir aile yeni duyuldu göçük altında ulaşamıyoruz yardım edin kahramanmaraspazarcık bağdınısağır mah atatürk ilkokulu yanı afadbaşkanlık afadkmaraş deprem kahramanmaraş afad acil pazarcık hatay earthquake,1
475,kuş alanı mahallesi atatürk caddesi no82 samandağ hatay ilgililerden acil yardım lütfen hatay hataydeprem afad depremoldu deprem kahramanmaraş earthquake yardımelin,1
476,oda başı mahallesi gürses sokak prestij aşı apartmanı kat 2 daire 12 antakya hatay deprem hatay afad earthquake açıl açıl afad hatay halüklevent lütfen yardım edin lütfen,1
477,elazığ merkezde bir arkadaşımla konuştum maraş müzesi karşısı aytemiz apartmanı enkazı altında bekleyenler var tanıdığı olanlar yardım deprem afad acil earthquake,1
478,enkazaltındayım yenimahalle 69 sokak parlak inşaat apartmanı hassa hatay pazar alanı bim market üstü yetişkin ve bebeği enkaz altında afad earthquake afaddeprem afadhatay deprem,1
479,arkadaşlar kahramanmaraş arı sitesi 7 katta mahsur olanlar var su dolmaya başlamış en üst katmış hemen ulaşabilirler rt yapalım acil deprem kahramanmaraş afad earthquake,1
480,allah aşkına adıyaman merkez yavuz selim mahallesine de bakın yıkımın çok olduğu söyleniyor arkadaşım ve ailesinden haber alamıyoruz afad deprem adıyamandeprem adıyaman depremoldu kahramanmaraş earthquake hatay şanlıurfa acil adana,1
481,deprem arkadaşlar hatay fatih caddesi şenel apartmanından bilgisi olan varsa yazabilir mi babaanneme ulaşamıyorum deprem hatay afad earthquake acil kahramanmaraş mersındeprem,1
482,adıyaman alınası mahallesi 122 sokak no3 burak apartmanı ne olur yardım edin enkaz altında kalanlar var deprem depremioldu afad afaddeprem sondakika deprem earthquake adıyaman,1
483,ergen paşa mahallesi 3126 sokak lütfen yayalım arkadaşlar yardımelin deprem hatay adıyaman urfa malatya afad acil harp deprem earthquake acil yayalım lütfen yayalım paylaşalım,1
484,hatay odabaşı mahallesi gaffar okan bulvarı no4 mehmet beyazıt apartmanı arkadaşımız ailesine ulaşamıyörorada olanlar bilgi verebilir mi deprem enkazaltındayım hatay afad earthquake,1
485,antakya alevler mh rüzgar sk hatay deprem kahramanmaraş afad earthquake acil,1
486,hatay antakya ilçesi cebrail sokak güneş dershanesi karşısı ptt arkası arkadaşımın babasının işyeri saatlerdir arkadaşımdan ve ailesinden haber alınamıyor lütfen paylaşalım deprem hatay earthquake afad,1
487,oda başı mahallesi gürses sokak prestij aşı apartmanı kat 2 daire 12 antakya hatay deprem hatay afad earthquake açıl açıl afad hatay lütfen ekiplerimizi yönlendirelim ses geliyor ama ulaşamıyoruz ekipleri yönlendirelim,1
488,şehit nurettin acemoğlu mahallesi profesör faruk özel caddesi no46 maraş pazarcık adnan menderes caddesi karagöz apartmanı no102 kat 3 daire hatay merkez enkaz altında dostlarımız var deprem hatay afad earthquake acil,1
489,adana güzelyalı mahallesinde yıkılan binadan yardım sesleri yükseliyor sondakika deprem turkey afad,1
490,derviş paşa mahallesi molla hasan caddesi no3 gaziantepıslahıye ailem enkaz altında kalmış lütfen yardımcı olun deprem hatay afad gaziantep kahramanmaraş turkey enkazaltındayım,1
491,afad deprem depremoldu earthquake deprem2023 afad hatay nerdesin arkadaşım enkazda ne olur yardıma gelin alevler mahallesi fahri korutürk caddesi genç oğlu apartmanı hatay ikinci kat,1
492,atatürk cad no34a ülkümen apt general şükrü kanatlı mah antakya hatay kartal yuvasının olduğu apartmanın son katında halam göçük altında ulaşamıyoruz lütfen imkanı olan acil yardım istiyoruz afad akut afadhatay earthquake ahbap hatay,1
493,deprem hatay afad earthquake hatay yardımelin saraykent mahallesi yeni otogar sokak tuğra apartmanı kat no5 antakya hatay,1
494,dayım göçük altında kaldı bilinci açık yaralı durumda lütfen yardım edin general şükrü kanatlı mah gençlik cad pınar apt antakyahatay hatay deprem afad acil earthquake,1
495,bozbey mahallesi mercan apartmanı adıyaman merkez deprem afad afaddeprem afadadıyaman depremoldu earthquake,1
496,19 mayıs caddesi no 30 kahramanmaraş ne olur yardım edin deprem afad kahramanmaraş earthquake hatay şanlıurfa,1
497,ergen paşa mahallesi 75yıl bulvarı ogün apt no 10 kat 2 bina yıkıldı yakınlarımdan haber alamıyorum yardım lütfen afad hatay deprem antakya acil ahbap hataydeprem earthquake,1
498,gazi mahşehit nuraydın adesen 3aptr 6 kat apt hasarlı içerişe mahsur kalanlar var artçı depremlerde yıkılması an meselesi lütfen yakınlarda olanlar bina yıkılmadan yardımcı olsun deprem hatay antakya afad earthquake gutitoli kendinemuzisyen,1
499,adana hasan alper gül apartmanı güzelyalı mahallesine yardım çağrısı gaziantep malatya afad earthquake hatay deprem gaziantep şanlıurfa acil yardım edin kahramanmaraş elazığ yıkılan adana mardin deprem diyarbakır enkazaltındayım,1
500,adıyaman mimarsinan mahallesi aşağı karapınar caddesi doğan art neriman doğan merve doğan sümeyye doğan göçük altında adıyaman deprem hatay afad earthquake enkazaltındayım enkaz,1
501,adıyaman alınası mahallesi 122 sokak no3 burak apartmanı ne olur yardım edin enkaz altında kalanlar var deprem depremioldu afad afaddeprem sondakika deprem earthquake adıyaman adıyamandeprem,1
502,mustafa kemal mah 575 sokak hatay iskenderun acil kahramanmaraş hatay earthquake afad seslerini duyuyoruz 15 kişi genç yaşlı bebek ekiplerin gelmesini bekliyoruz,1
503,arkadaşlar lütfen yayalım hatay antakya uzunaliç mah dönmezler şok 501 enkaz deprem hatay antakya afad kahramanmaraş earthquake afad,1
504,ergen paşa mahallesi 3126 sokak lütfen yayalım arkadaşlar yardımelin deprem hatay adıyaman urfa malatya afad acil harp deprem earthquake acil yayalım lütfen yayalım paylaşalım,1
505,feyyazyiğitdozu kahramanmaraş onikişubat hayrullah mahallesi malik ejder caddesi bina no 116 kat 3 daire 6 clarin otel karşısı avşar kuaför üstü afad afaddeprem afadkahramanmaraş deprem earthquake,1
506,turkey hatay antakya odabaşı mahallesi morgül sokak no 23 rende sitesi mahsur kalanlar var 05446489400 afad acil kayseri mersin mardin adana adanadeprem acil adıyaman hatay mersındeprem şanlıurfa,1
507,antakyada alevler mahallesi rüzgar sokak azim apartmanı baygınlıktan yeni sıyrılmış vatandaş var ailesinden ses yok enkaz altında hatay deprem kahramanmaraş afad earthquake afadbaşkanlık afadhatay,1
508,kahramanmaraş onikişubat hayrullah mahallesi malik ejder caddesi bina no 116 kat 3 daire 6 clarin otel karşısı avşar kuaför üstü afad afaddeprem afadkahramanmaraş deprem earthquake,1
509,açık adres bilmiyoruz ama diyarbakır cezaevi mevlana halit ilköğretim okulunun önündeki yıkılan binada arkadaşımın amcası var haber alamıyoruz lütfen yardım edin bina tamamen yıkılmış durumda afad diyarbakır earthquake acil gaziantep malatyadeprem,1
510,feyyazyiğitdozu kahramanmaraş onikişubat hayrullah mahallesi malik ejder caddesi bina no 116 kat 3 daire 6 clarin otel karşısı avşar kuaför üstü afad afaddeprem afadkahramanmaraş deprem earthquake,1
511,yardım çağrısı kurdele mahallesi hurşit caddesi şahin apartmanı nurdağı gaziantep kat yardım çağrısı şarayken mahallesi yeni akkent royal sitesi b blok 10 kat antakya hatay çocuklarla göçük altındayım deprem acil afad earthquake,1
512,yeni sanayi mahallesi 1 aralık caddesi odak sitesi adıyaman merkez yukarıdaki adreste göçük altında çok sayıda insan var afad başta olmak üzere yetkililerin ulaşması konusunda lütfen bu mesajı olabildiğince yayın hatay deprem afad adıyaman acil earthquake,1
513,hayrullah mahallesi kutdışı baba bulvarı telbisoğlu apt kahramanmaraş enkazaltındayım deprem kahramanmaraş earthquake afad acil,1
514,mahmut arsoy acil yardım osmaniye rızaiye mahallesi 10040 sokak acil yardım bekliyoruz hatay deprem kahramanmaraş afad earthquake deprem,1
515,mahmut arsoy acil yardım osmaniye rızaiye mahallesi 10040 sokak acil yardım bekliyoruz hatay deprem kahramanmaraş afad earthquake,1
516,deprem adıyaman alçıtaş mah 1203 şok no2 deprem adıyamandeprem adıyaman afaddeprem afad afadbaşkanlık afadadıyaman earthquake yardım açilyardım,1
517,hatay antakya cumhuriyet caddesi sokak no29 enkaz altında bir öğrenci var iki saattir afada ulaşamıyor lütfen yardım edelim gruplarda paylaşalım deprem turkey depremoldu depremhatay yardımelin afad afaddeprem acil enkaz helpturkey haarp,1
518,enkaz altında çocuklar ve bebekler var acil yardım ulaştırınkahramanmaraş sazibey mah malikenler cd ebrar siteleri onikisubatkahramanmaraş deprem depremoldu earthquake kahramanmaraş adıyaman hatay malatya adana afaddeprem kayseri mersin mersındeprem,1
519,bu insanların sesi olalım duyuralım adıyamandan görüntü adıyaman ali taşı mahallesi 1203 sokak lütfen yardım edin diyarbakır gaziantep malatya afad earthquake hatay deprem gaziantep şanlıurfa acil yardım edin kahramanmaraş adana,1
520,atatürk bulvarı 92 sokak şehit ahmet tunç caddesi acil yardım lütfen acil deprem depremoldu afad kahramanmaraş gaziantep earthquake,1
521,kahramanmaraş kayabaşı mahallesi atabey apartmanı çok acil yardım deprem afad earthquake,1
522,hatay afada ulaşabilen ne olur yardım göndersin mertlere evleri çöktü çıkamıyorlar odabaşı mahallesi kurşunlu sokak no8 deprem afat acil deprem hatay afad gaziantep earthquake enkazaltındayım,1
523,kösnük mahallesi mehmet buyruk caddesi acil yardım bina yıkıldı enkaz altında kalanlar var lütfen yardım edin acil yardım deprem afad malatya acil 112açılsağlık earthquake ihtiyaç,1
524,kösnük mahallesi mehmet buyruk caddesi acil yardım bina yıkıldı enkaz altında kalanlar var lütfen yardım edin acil yardım deprem afad malatya acil 112açılsağlık earthquake ihtiyaç,1
525,çocuklar enkaz altında lütfen yardım edin şehit abdullah çavuş mahallesi alparslan türkeş bulvarı 65b 46100 onikisubatkahramanmaraş bir an önce ulaşın deprem depremoldu earthquake kahramanmaraş adıyaman hatay malatya adana afaddeprem kayseri mersin mersındeprem,1
526,gaziantep narlı örnekçede köyü göçük altında insanlar var köye ulaşan araç ekip yok henüz köydeki tüm binalar enkaza dönmüş kurtarma ekibi bekliyorlar gaziantep deprem kahramanmaraş earthquake deprem afad ahbap depremdairesi gaziantepbeld kızılay açılafetgovtr,1
527,hatayda defnede enkaz altında kalanlar varronum sümerler mahallesi harbiye caddesi yalçın apartmanı saadet otel yani cumhuriyet caddesi 4 bahçeli sokak lale apartmanı deprem depremoldu earthquake kahramanmaraş adıyaman hatay malatya adana afaddeprem kayseri,1
528,paça meydanı kontür otel karşısı üçer apt iskenderun arkadaşımın ailesinden haber alınamıyor earthquake afaddeprem afadhatay depremoldu deprem afadbaşkanlık,1
529,takva ömer cami köşesi bir alt sokağı nur apy kat 4 daire hatay antakya ulaşın lütfen bina yıkıldı halama bir daha ulaşamadık lütfen ulaşın lütfen afad deprem hatay gaziantep kahramanmaraş deprem mersin kayseri mersındeprem earthquake acil,1
530,takva ömer cami köşesi bir alt sokağı nur apy kat 4 daire hatay antakya ulaşın lütfen bina yıkıldı halama bir daha ulaşamadık lütfen ulaşın lütfen afad deprem hatay gaziantep kahramanmaraş deprem mersin kayseri mersındeprem earthquake,1
531,god please help turkey they are under ruble there are alsa 2 children please help kahramanmaraş afad pazarcık aydın district 2nd street 18 uğur göksu district opposite pazarcık bus station earthquake depremoldu turkey deprem,1
532,2 kısıkadın eşyaların devrilmesinden dolayı odada mahsur kalmış evden çıkamıyorlar ergen paşa 75 yıl blv no37 31030 antakyahatay 3613202n 3609182e afad deprem earthquake depremhatay,1
533,mehmet akif mahallesi 522 sokak adıyaman deprem adıyaman afaddeprem earthquake,1
534,sazibey mahallesi ebrarlar sitesi d blok kat 7 enkaz altında lütfen yardım edin afad deprem kahramanmaraş depremoldu earthquake,1
535,hatay kırıkhan gündüz mah aydın sok no 44 teyzemin ağır yaralı olduğunu öğrendim ve sonrasında kimseye ulaşamadık acil yardım ve bilgiye ihtiyacımız var deprem türkiye afad turkey hatay kırıkhan earthquake,1
536,mehmet akif mahallesi 503 sokak no1 büyükaslan apartmanı adıyaman merkez 3 aile içinde acil yardım edin gaziantep adıyaman kahramanmaraş acil deprem earthquake afad afaddeprem yardımelin,1
537,acil yardım adıyaman merkez yapıcılar ekmek yani elit güzellik merkezi üstü alçıtaş mah 1203 şok no2 afad deprem kandilli earthquake adıyamandeprem,1
538,kahramanmaraş merkez müzenin karşı yolu halamızın yaşadığı bina çökmüş ulaşamıyoruz acil yardım afaddeprem kahramanlara deprem earthquake,1
539,acil yardım adres alçıtaş mahallesi sokak1203 no2 deprem adıyaman afad kandilli earthquake adıyamandeprem,1
540,malatyanın büyük otellerinden avşar otel depremde yerle bir olmuş göçük altında insanlar var afad gaziantep malatya hatay diyarbakır kahramanmaraş deprem earthquake kandilli,1
541,acil yardım adres alçıtaş mahallesi 1203 sokak no2 deprem afad adıyaman earthquake,1
542,acil yardıma ihtiyaçları varsayalım lütfen akasya mahallesi şehit mustafa kocaoğlu sokak hocaoğlu apt kat 4 earthquake deprem depremoldu gaziantep kandilli afad yardımelin,1
543,arkadaşımın ailesine ulaşılamıyor bina tamamen çökmüş lütfen biri yardım etsin adana turgutozal bulvarı kaya perde arkası eray apartmanı b blok kat 7 daire 13 kübra aytaç depremoldu adana enkazaltındayım enkaz afad earthquake deprem,1
544,akasya mahallesi 30520 sokak açelya apartmanı blok 8 beşyüz konutlar akasya hatay yengeçlerden haber alamıyoruz hatay deprem earthquake afad acil açilyardım hataybsb afadbaşkanlık hatayvalılığı,1
545,hataysamandağı belediye arkası acil yardıma ihtiyaçları var earthquake deprem depremoldu kandilli afad hatay,1
546,acil yardım kayabaşı mahallesi gazidemircioğlu caddesi atabey apartmanı acil yardım acil afad earthquake kahramanmaraş,1
547,arkadaşımın ailesine ulaşılamıyor bina tamamen çökmüş lütfen biri yardım etsin adana turgutozal bulvarı kaya perde arkası eray apartmanı b blok kat 7 daire 13 kübra aytaç depremoldu adana enkazaltındayım enkaz afad earthquake deprem,1
548,arkadaşımdan geldi mahallemizde ölüler ve yaralılar var sanırım defnehatay çekmece mahallesi 304 sk hatay earthquake deprem depremoldu gaziantep kandilli afad,1
549,içeride insanlar var dışarı çıkamıyorlar yardım edin adreşyavuz aslan apartmanı a blok kat 7 no 23 akevker mahallesi antakya hatay 432sokak hatay afad sallanıyoruz kandilli earthquake,1
550,trabzon caddesi yenişehir mahallaesindoğruluk apartmanı kat 6 no 12 depremoldu deprem afad sondakika yardımcıhızmetler turkey acil,1
551,kahramanmaraş pazarcık bina yoksul apt enkaza dönüşmüş haber alamıyoruz acil yardım istiyoruz cengiz topel mahallesi hands caddesi lütfen yayalım arkadaşlar deprem earthquake afad,1
552,gaziantep 25 aralıkta mahallesinde bir bina yıkılmış elektrik yok insanlar yardım bekliyor yardım edin lütfen gaziantepbeld afadgaziantep yayalım lütfen afadbaşkanlık afad gaziantep malatya saray diyarbakır kahramanmaraş deprem earthquake,1
553,arkadaşlar forma deprem yardım bildirisi yaparsanız afada ulaştırmaya çalışıyorlarmış bölgedeki arkadaşlarım gönderdiler afaddeprem afadmaraş afadhatay afadadıyaman afadgaziantep afadacıl acil turkey enkaz depremde enkazaltındayım adana,0
554,iskenderun deprem turkey afadhatay hataydeprem hatayafad afad yardım acil iskenderun deprem toplanma alanları iskenderun acil yardım gönderin,0
555,yardımlarınızı ulaştıramıyorsanız dm den gönderin atın paylaşalım arkadaşlar turkey acil enkazaltındayım adana depremde hataydeprem afad gaziantep iskenderun iskenderun mersındeprem malatya şanlıurfa,0
556,bu sabah öğlen saatlerinde depremden zarar görüp yıkılan bina arkadaşlar deprem bölgesinde enkazlı evlere girmeyin deprem gaziantep acil earthquake şanlıurfa enkazaltındayım kayseri adana malatya ahbap diyabakır istanbul,0
557,istanbuldan hataya gidecek olan varsa 3 kişiyiz ailemiz akrabalarımız için orada yanlarında olmamız gerekiyor lütfen bizi de alın deprem hataydeprem ahbap ahbapacıl acil gaziantep kahramanmarasdeprem halüklevent afaddeprem turkey iskenderun hatay,0
558,arkadaşlar deprem bölgelerindeki yakınlarınızla telefonda konuşmayın mesaj atın deprem depremoldu gaziantep hatay kahramanmaraş malatya acil enkazaltındayım afad nurdağı turkey earthquake şanlıurfa,0
559,deprem turkey afadhatay deprem yaz 1866ya gönder afada 20 tl bağış yap,0
560,çok geçmiş olsun türkiyem atatürk deprem acil mersinde sondakika enkaz gaziantep turkey iskenderun enkazaltındayım nsfwtwt netflix afaddeprem stajtorbaya galatasaray eth onurseyityaran meralakşener kemalkılıçdaroğlu,0
561,deprem mağdurlarına destek için diğer illerde olanlar vatandaşlarımız kızılay kan merkezine gidip kan verebilirler deprem afad depremoldu malatya hatay nurdağı earthquake acil adıyaman antep kahta osmaniye kahramanmarasdeprem,0
562,lütfen kan bağışı yapın turkey deprem kahramanmarasdeprem gaziantep malatya adana afaddeprem,0
563,acil yardım deprem afadhatay halüklevent depremde acil turkey hataydeprem,0
564,acımız çok büyük depremi yaşayan bütün şehirler yardım bekliyor enkazaltındayım afad şanlıurfa iskenderun gaziantep hatay malatya mersin turkey,0
565,deprem turkey earthquake acil gaziantep enkaz enkazaltındayım iskenderun mersındeprem adanadeprem afaddeprem paylaşıp rtleyelim,0
566,enkaz altında kalan kardeşlerimiz bu sesi kullansınlar deprem depremoldu gaziantep hatay kahramanmaraş malatya acil enkazaltındayım afad nurdağı turkey earthquake şanlıurfa,0
567,diyarbakır yenişehirde enkaz altında kalan 11 yaşındaki kız ekiplerin çalışmasıyla kurtarıldı deprem suriye kandilli nurdağı turkey afad earthquake kahramanmaraş sondakika gaziantep malatya kayseri acil malatya hatay antakya,0
568,adam 3 gün önce yazdı artık bilime kulak verin kader değil biz yaptık deprem değil sağlam yapılmayan binalar öldürdü enkazda insanlar var köyler kar kış içim yanıyor yardıma ihtiyacımız var kahramanmaraş depremadana depremgaziantep enkaz acil turkey afaddeprem,0
569,yayalım arkadaşlar wifi şifrelerinizi kaldırın erişim kolay sağlanılsın deprem gaziantep acil iskenderun turkey enkaz mersin adana müge afaddeprem hataydeprem adıyaman kahramanmarasdeprem pazarcık osmaniye malatya sondakika enkazaltındayım starling foxhaber,0
570,herkes lütfen afad deprem olarak atılan tweetlere destek olsun rt yapsın lütfen enkazın altında olanlar varmış o adreslere ulaşın deprem gaziantep acil turkey enkaz adana afaddeprem afadacıl,0
571,hatayda kimse afada ya da herhangi bir kuruluşa ulaşamıyor çok sayıda yıkılan bina ve göçük altında kalan insan var afadhatay afad earthquake turkeyearthquake hatay antakya tc_içişleri afadbaşkanlık,0
572,hatay depremden çok etkilendi çok kötü durumda lütfen yardım gönderin ahbap deprem iskenderun afad turkey,0
573,arkadaşımın ailesi deprem acil afaddeprem turkey enkazaltındayım,0
574,deprem bölgesindeki kardeşlerimize desteklerinizi bekliyoruz woffturkey deprem hataydeprem kahramanmarasdeprem gaziantep şanlıurfa afaddeprem acil iskenderun earthquake enkazaltındayım,0
575,afad uygulamasını indirip konumunuz açık bir şekilde enkaz altındayım diye bildirime basarsanız konumunuz direkt afad ekiplerine ulaşıyor yayalım arkadaşlar afaddeprem deprem gaziantep acil iskenderun turkey earthquake şanlıurfa mersındeprem enkazaltındayım,0
576,hızırı beklemeyelim hızır olalım earthquake deprem malatya kahramanmaraş pazarcık afaddeprem,0
577,allahım sen yardım et afad turkey,0
578,mevlam ülkemize milletimize yardım et hayatını kaybeden kardeşlerimize bol rahmet eyle yaralılarımıza acil şifalar ver güzel ülkemi ve milletimizi afadlardan belalardan tez zamanda çıkar kurtar bize merhamet et turkey deprem enkazaltındayım,0
579,gölbaşı deprem afad acil turkey bana gelen fotoğraflar lütfen en kısa zamanda yardım gönderin elektrik su doğalgaz hiçbir şey yok şu an,0
580,allahım sen yardım et ancak senin gücün yeter deprem iskenderun gaziantep mersin adana hataydeprem kahramanmarasdeprem turkey afaddeprem afadadıyaman,0
581,şu büyük firmalardan taziye ms yerine şunu yaptık şunu gönderdik diye aşlar bekliyoruz şimdi el uzatma zamanı depremadana depremgaziantep depremkahramanmaraş turkey kahramanmaraş iskenderun enkazaltındayım acil afadhatay afadacıl,0
582,böyle o çocuklarını alacaksın eşek sudan gelene kadar döveceksin yeter ya şu an birlik olmamız lazım deprem depremoldu gaziantep hatay kahramanmaraş malatya acil enkazaltındayım afad nurdağı turkey earthquake şanlıurfa,0
583,acil yardım edelim yayalım elimizden ne gelirse afadhatay deprem turkey acil enkaz,0
584,sorulacaktır deprem turkey earthquake afad,0
585,deprem çevrede olanlar haber verebilir mi yardıma gidebilecek herkese ihtiyaç var earthquake kahramanmarasdeprem afaddeprem,0
586,geçmiş olsun türkiye nerdeyim yazıp 77 ye gönderdiğiniz de yetkililere yerinizi bildirmiş olursunuz deprem yazıp 1866 ya göndererek afada 20tl bağışta bulunulursunuz tekrardan geçmiş olsun türkiye deprem acil turkey enkaz afaddeprem,0
587,nurdağında ki arkadaşlarımdan hiç birine ulaşamıyoruz ekiplerin acilen o tarafa yönlendirilmesini istiyoruz telefonlara ulaşılmıyor korkuyoruz nurdağı deprem gaziantep acil afaddeprem turkey afadgaziantep enkaz nurdağı nurdağı,0
588,imkanı olan lütfen ahbap derneğine maddi yardımda bulunsun onlar gerekeni hızla yapıyorlar tr12006400110211380059 deprem gaziantep mersındeprem earthquake enkazaltındayım acil babalatv halüklevent afad halüklevent oğuzhanugür tc_içişleri,0
589,kan ver can olsun acil deprem kahramanmaraş diyarbakır gaziantep adıyaman osmaniye kilis mardin şanlıurfa hatay afad kızılay turkey,0
590,deprem bölgelerine ivedi bir şekilde internet ve mobil kolaylıklar sağlanmalı deprem turkey gaziantep turkcell türktelekom vodafonetr ahbap kahramanmarasdeprem sondakika,0
591,afad tr48 001 0017 8200 0018 6863 07 kolaylık olsun diye bana böyle de paylaşıyorum gaziantep deprem iskenderun turkey acil şanlıurfa enkaz mersındeprem enkazaltındayım,0
592,enkazdan kurtarılan bir can enkaz deprem turkey earthquake afadacıl afadgönüllüleri,0
593,gün siyaset zamanı değil birlik zamanı merkezî yönetim ile yerel yönetimleri birliğe ve beraberliğe davet ediyoruz deprem afaddeprem acil enkazaltındayım yıldızztilbee gaziantep iskenderun hatay turkey,0
594,hatayspor teknik direktörü volkandemirel depremzedeler için ağlayarak çağrıda bulundu lütfen yardım edin hatay pazarcık şanlıurfa acil afadhatay deprem sondakika spkgovtr turkey iskenderun depremioldu,0
595,allah yardımız olsun deprem depremoldu gaziantep hatay kahramanmaraş malatya acil enkazaltındayım afad nurdağı turkey earthquake şanlıurfa,0
596,deprem 13 milyonluk nüfusu etkiledi deprem turkey acil afad kızılay afet maraş kahramanmarasdeprem kahramanmaraş hatay hayatdeprem yardım antep gaziantep adana diyarbakır suriye halep,0
597,tüm operatörlerden neredeyim yazıp 77ye mesaj atarak konumunuzu yetkililere bildirebilirsiniz deprem neredeyim afaddeprem depremioldu turkey depremoldu gaziantep acil afad 112açılsağlık iskenderun şanlıurfa mersin adana malatya kahramanmaraş,0
598,lütfen acil yardım edin paylaşabilir misiniz yakın arkadaşımın ailesi göçük altında hatay deprem earthquake afadtürkiye afadhatay afaddeprem,0
599,ülke geneli ulusal yas ilan edilmeli geçmiş olsun türkiyem deprem gaziantep acil afaddeprem iskenderun turkey mersin mersındeprem,0
600,afad resmi numaralar depremgaziantep depremkahramanmaraş turkey kahramanmaraş iskenderun enkazaltındayım acil afadhatay afadacıl,0
601,arkadaşımın halası enkaz alında ne olur yayalım acil adıyaman turkey gaziantep enkaz earthquake açıl açıl adanadeprem depremdairesi afad afadadıyaman halüklevent,0
602,tüm operatörlerden neredeyim yazıp 77ye mesaj atarak konumunuzu öğrenebilirsiniz deprem enkaz afaddeprem enkazaltındayım kahramanmaraş acil earthquake adana yardım hataydeprem,0
603,afad noları diyarbakır0412 326 1156 hatay0326 112 00 maraş0344 221 4991 antep0342 428 118 adıyaman0416 216 1231 urfa0414 313 7290 malatya0422 212 8432 deprem kahramanmaraş diyarbakır gaziantep adıyaman batman kilis mardin turkey şanlıurfa hatay deprem afad,0
604,adıyamanda bulunan akrabalarımız hala enkaz altından çıkarılmadı lütfen hasar gören binalara olabildiğince yardım ekipleri gönderelim deprem afad adıyaman acil turkey şanlıurfa,0
605,yayalım deprem adıyaman adana afaddeprem afadadıyaman acil earthquake,0
606,herkes kafasına göre yardım yapmasın tüm türkiye afad ve akut çatısı altında toplanalım yardımların yarısı boşa gidiyor turkey deprem halüklevent acil afad akut,0
607,hataydeprem deprem afad nurdağı depremoldu afadhatay turkey earthquake bina yıkılmişhaber alınılamıyor arkadaşımın ailesi lütfen acil yardım,0
608,tüm operatörlerden neredeyim yazıp 77ye mesaj atarak konumunuzu bildirin lütfen yayalım turkey gaziantep kahramanmaraş acil iskenderun şanlıurfa adanadeprem enkazaltındayım mersındeprem deprem neredeyim afaddeprem,0
609,açıl açıl açıl tüm ulusumuzu kan bağışına davet edelim kızılay depremioldu afadbaşkanlık türkiye turkey depremioldu kanbağışla,0
610,rt si düşük olan yardımları rt leyin arkadaşlar acil turkey deprem afad,0
